"","gallery_normalized","shape_frequency"
"1328","[[-0.21, 0.07], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.14, 0.07], [0.21, 0.07]]",1
"1329","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"1330","[[-0.21, 0.0], [-0.21, 0.07], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"1331","[[-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0]]",1
"1332","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.07, 0.14]]",1
"1333","[[-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07], [0.14, 0.0]]",1
"1334","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.14, 0.0]]",1
"1335","[[-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07], [0.14, 0.0]]",2
"1336","[[-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.14, -0.07]]",1
"1337","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",2
"1338","[[-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.14, -0.07], [0.21, -0.07]]",1
"1339","[[-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0]]",1
"1340","[[-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"1341","[[-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07]]",1
"1342","[[0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.0, 0.28], [0.07, -0.07]]",1
"1343","[[-0.07, -0.28], [-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [-0.07, 0.28], [0.0, 0.0]]",1
"1344","[[0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.0, 0.28], [0.07, 0.07]]",1
"1345","[[0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.0, 0.28], [0.07, 0.14]]",1
"1346","[[0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.0, 0.28], [0.07, 0.21]]",1
"1347","[[0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.0, 0.28], [0.07, 0.28]]",1
"1348","[[-0.07, -0.28], [-0.07, 0.21], [0.0, -0.28], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21]]",1
"1349","[[-0.07, -0.21], [-0.07, 0.0], [-0.07, 0.21], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21]]",1
"1350","[[-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"1351","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.14, -0.07]]",1
"1352","[[-0.14, -0.07], [-0.14, 0.14], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.14, -0.07]]",1
"1353","[[-0.14, 0.14], [-0.07, -0.14], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.14, 0.0]]",1
"1354","[[-0.14, -0.14], [-0.14, 0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"1355","[[-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.0, 0.14], [0.07, -0.21], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"1356","[[-0.14, 0.0], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"1357","[[-0.07, 0.07], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14], [0.07, 0.21]]",1
"1358","[[-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0], [0.14, 0.07]]",1
"1359","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0]]",1
"1360","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.14, 0.07]]",1
"1361","[[-0.21, -0.07], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"1362","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07]]",1
"1363","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07]]",2
"1364","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"1365","[[-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14]]",1
"1366","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.07]]",1
"1367","[[-0.14, -0.14], [-0.07, -0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.14], [0.14, 0.14]]",1
"1368","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0]]",2
"1369","[[-0.14, -0.14], [-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"1370","[[0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07], [0.14, 0.14], [0.14, 0.21]]",1
"1371","[[-0.21, -0.07], [-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0]]",1
"1372","[[-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.14], [0.14, -0.14], [0.14, 0.14]]",1
"1373","[[0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.21], [0.07, -0.14], [0.07, 0.14], [0.14, -0.14], [0.14, 0.14]]",1
"1374","[[-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"1375","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0], [0.21, -0.07], [0.21, 0.0]]",1
"1376","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07]]",1
"1377","[[-0.07, -0.14], [-0.07, 0.07], [-0.07, 0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.14]]",1
"1378","[[-0.21, -0.07], [-0.21, 0.0], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0]]",1
"1379","[[-0.21, 0.0], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07], [0.21, 0.0]]",1
"1380","[[-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.07, -0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07]]",1
"1381","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14]]",1
"1382","[[-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07]]",1
"1383","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07]]",1
"1384","[[-0.14, 0.07], [-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.21], [0.0, 0.0], [0.07, -0.21], [0.14, -0.21]]",1
"1385","[[-0.14, 0.14], [-0.07, 0.14], [0.0, -0.14], [0.0, 0.0], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"1386","[[-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07]]",1
"1387","[[-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",1
"1388","[[-0.14, 0.07], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0], [0.14, 0.07]]",1
"1389","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.07]]",1
"1390","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21], [0.07, -0.07], [0.14, -0.07]]",1
"1391","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.14, -0.14]]",4
"1392","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07]]",1
"1393","[[-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",1
"1394","[[-0.14, 0.0], [-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"1395","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07]]",1
"1396","[[-0.07, 0.0], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",2
"1397","[[-0.07, -0.14], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.0], [0.14, 0.0]]",1
"1398","[[-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"1399","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0]]",1
"1400","[[-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, -0.14], [0.14, 0.0]]",1
"1401","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.07], [0.14, -0.07]]",1
"1402","[[-0.14, 0.07], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",1
"1403","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"1404","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"1405","[[-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.21, -0.07], [0.21, 0.0]]",1
"1406","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.0, 0.21], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",3
"1407","[[-0.14, 0.14], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0]]",1
"1408","[[-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.14, -0.07], [0.14, 0.0], [0.14, 0.07]]",1
"1409","[[-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"1410","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.14]]",1
"1411","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, 0.0], [0.07, 0.07]]",1
"1412","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07]]",1
"1413","[[-0.21, 0.0], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.14, -0.14]]",1
"1414","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, -0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.21], [0.07, -0.14]]",1
"1415","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0]]",1
"1416","[[-0.21, 0.0], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0]]",1
"1417","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0]]",1
"1418","[[-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.14, 0.14], [-0.14, 0.21], [-0.14, 0.28], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0]]",1
"1419","[[-0.07, -0.14], [-0.07, 0.0], [-0.07, 0.14], [0.0, -0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.0, 0.21]]",1
"1420","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0]]",1
"1421","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.14], [0.07, 0.0], [0.14, 0.0]]",1
"1422","[[-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0], [0.21, -0.07], [0.21, 0.0]]",1
"1423","[[-0.14, 0.0], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.14, 0.07]]",1
"1424","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.07]]",1
"1425","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"1426","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14], [0.14, 0.0], [0.14, 0.07]]",1
"1427","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"1428","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07], [0.07, 0.14], [0.14, 0.07]]",1
"1429","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0]]",1
"1430","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",1
"1431","[[-0.21, -0.14], [-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"1432","[[-0.14, -0.14], [-0.14, -0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07]]",1
"1433","[[-0.14, 0.07], [-0.14, 0.14], [-0.07, 0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.14], [0.14, 0.14]]",1
"1434","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.07, 0.0]]",1
"1435","[[-0.07, -0.14], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, -0.14], [0.07, 0.0], [0.07, 0.14]]",1
"1436","[[-0.14, 0.07], [-0.07, -0.21], [-0.07, -0.14], [-0.07, 0.07], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0]]",1
"1437","[[-0.21, 0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",1
"1438","[[-0.28, -0.07], [-0.21, -0.07], [-0.14, -0.07], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.14, -0.07], [0.21, -0.07]]",1
"1439","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07]]",1
"1440","[[-0.14, -0.14], [-0.07, -0.14], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, -0.07]]",1
"1441","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.07, 0.07], [0.07, 0.14]]",1
"1442","[[-0.07, -0.21], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.07]]",1
"1443","[[-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.14, 0.0]]",2
"1444","[[-0.07, -0.14], [-0.07, -0.07], [-0.07, 0.0], [0.0, -0.14], [0.0, 0.0], [0.07, -0.14], [0.07, -0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.0]]",1
"1445","[[-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.0, 0.07], [0.07, 0.0], [0.07, 0.07], [0.14, 0.07], [0.14, 0.14]]",1
"1446","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.07, -0.07], [0.0, -0.07], [0.0, 0.0], [0.07, -0.07], [0.14, -0.07], [0.14, 0.0], [0.21, 0.0]]",1
"1447","[[-0.21, 0.0], [-0.14, -0.07], [-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"1448","[[-0.21, 0.0], [-0.21, 0.07], [-0.14, -0.14], [-0.14, -0.07], [-0.14, 0.0], [-0.07, 0.0], [0.0, 0.0], [0.07, 0.0], [0.14, 0.0], [0.21, 0.0]]",1
"1449","[[-0.14, 0.0], [-0.14, 0.07], [-0.07, 0.0], [-0.07, 0.07], [0.0, 0.0], [0.07, 0.0], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0], [0.21, -0.14]]",1
"1450","[[-0.07, 0.0], [-0.07, 0.07], [-0.07, 0.14], [-0.07, 0.21], [0.0, 0.0], [0.07, 0.0], [0.14, -0.21], [0.14, -0.14], [0.14, -0.07], [0.14, 0.0]]",1
"1451","[[-0.14, 0.0], [-0.07, 0.0], [-0.07, 0.14], [0.0, -0.14], [0.0, -0.07], [0.0, 0.0], [0.0, 0.07], [0.0, 0.14], [0.07, 0.0], [0.14, 0.0]]",1
